,Q5017_27-32nt,Q5019_27-32nt,Q5020_27-32nt,Q5033_27-32nt,Q5034_27-32nt,Q5035_27-32nt,Q5041_27-32nt,Q5042_27-32nt,Q5043_27-32nt,Q5334_27-32nt,Q5337_27-32nt,Q5338_27-32nt,R4816_27-32nt,R4816_37-43nt,R4816minus_20-23nt,R4816minus_20-32nt,R4816minus_27-32nt,R4819_27-32nt,R4819_37-43nt,R4819minus_20-23nt,R4819minus_20-32nt,R4819minus_27-32nt,R4869_27-32nt,R4869minus_20-23nt,R4869minus_20-32nt,R4869minus_27-32nt,R4870_27-32nt,R4870minus_20-23nt,R4870minus_20-32nt,R4870minus_27-32nt,R4902_27-32nt,R4902_37-43nt,R4903_27-32nt,R4903_37-43nt
YLR191W_mRNA,65,55,45,21,35,28,0,14,19,32,49,42,0,0,6,10,4,5,0,3,3,0,8,0,0,0,12,3,7,4,3,5,0,0
YGL153W_mRNA,56,53,29,27,28,14,3,5,9,23,39,41,0,0,19,19,0,13,0,0,0,0,0,0,0,0,36,7,11,4,0,0,21,0
YOL044W_mRNA,54,50,46,28,26,13,6,8,7,47,69,34,6,1,4,4,0,4,0,2,2,0,0,0,0,0,12,1,6,5,1,0,16,0
YNL214W_mRNA,44,82,52,20,37,38,2,15,7,46,70,49,2,0,4,4,0,0,0,3,3,0,1,0,0,0,5,7,12,5,11,0,0,0
YHR160C_mRNA,0,2,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDL065C_mRNA,57,61,40,18,27,24,4,17,11,35,35,28,1,0,7,11,4,3,0,4,4,0,10,0,0,0,2,22,27,5,0,0,0,0
YJL210W_mRNA,96,76,82,26,44,52,16,21,6,44,58,53,0,0,13,13,0,8,0,0,0,0,4,0,0,0,8,0,1,1,2,0,0,1
YGR239C_mRNA,58,60,42,44,45,16,1,20,4,23,45,53,2,0,25.37,27.24,2,14,0,5,8,3,0,12.49,12.55,0,6,6,11,5,1,0,0,0
YAL055W_mRNA,20,12,12,9,8,9,1,10,6,8,12,11,6,0,3,3,0,0,0,4,4,0,0,0,0,0,2,0,2,2,0,0,0,0
YPL112C_mRNA,122,121,102,60,73,58,10,36,24,62,92,98,1,5,15,18,3,5,0,0,1,1,0,0,0,0,38,8,13,5,0,0,12,0
YOR193W_mRNA,13,19,17,3,12,7,0,0,4,7,21,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
YHR150W_mRNA,29,20,19,6,17,17,2,4,3,23,25,31,3,0,0,4,4,0,0,0,0,0,0,0,2,2,8,0,1,1,0,0,0,0
YDR479C_mRNA,67,53,36,36,38,22,0,9,9,28,39,32,1,0,0,0,0,6,0,0,0,0,0,9,9,0,20,4,7,3,6,0,0,0
YDR329C_mRNA,90,142,102,43,66,72,9,31,20,58,80,89,9,1,15,18,3,3,0,0,4,4,17,0,14,14,24,18,27,9,8,5,5,1
YLR324W_mRNA,97,63,55,32,48,47,6,12,15,46,63,64,15,0,20,30,10,3,0,0,3,3,15,6,6,0,33,6,7,1,12,0,0,0
YGR004W_mRNA,95,127,95,27,62,62,6,22,24,67,95,98,6,0,11,18,7,19,0,22,23,1,10,0,3,3,13,10,14,4,0,0,0,0
YBR168W_mRNA,12,11,14,4,7,8,2,1,3,11,16,12,1,0,4,4,0,4,0,3,3,0,0,0,0,0,4,3,5,2,0,0,0,0
YCL056C_mRNA,3,8,2,9,3,4,0,2,4,13,13,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
YGR133W_mRNA,50,56,59,39,39,37,5,10,4,39,53,52,5,0,0,0,0,6,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0
YDR244W_mRNA,61,79,58,40,37,40,2,21,11,44,66,62,4,1,7,8,1,3,0,0,0,0,16,0,0,0,11,6,8,2,8,0,0,0
YNL329C_mRNA,57,73,61,39,42,42,4,16,9,50,57,65,0,0,15.11,19.11,4,17,0,12,13,1,12,0,0,0,10,7.99,8.98,1,7,0,23,0
YDR142C_mRNA,32,38,14,22,30,26,1,12,3,13,19,30,0,0,7,12,5,0,0,0,0,0,0,0,2,2,20,1,1,0,11,0,0,0
YGR077C_mRNA,75,107,62,83,38,46,0,21,7,64,65,66,13,0,10.62,11.66,1,1,1,4,4,0,0,0,0,0,26,10,16,6,0,0,0,0
YNL326C_mRNA,41,38,29,11,18,24,0,12,5,53,35,39,0,0,3,3,0,1,0,0,0,0,0,16,18,2,7,4,4,0,0,0,0,0
YOL003C_mRNA,66,79,48,29,33,35,1,6,14,40,49,63,2,0,5,5,0,11,0,0,0,0,0,0,6,6,11,9,10,1,8,0,0,0
YDR459C_mRNA,39,36,25,11,23,27,3,5,3,20,33,33,1,0,1,1,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
YJL179W_mRNA,54,48,33,18,42,25,5,6,12,20,37,38,7,0,3,5,2,0,0,3,3,0,0,0,0,0,17,1,2,1,0,0,0,0
YBR074W_mRNA,443,373,304,155,194,151,25,81,61,205,330,318,15,0,33,37,4,50,0,8,8,0,16,11,11,0,66,22,34,12,28,0,4,0
YGR240C_mRNA,5076.98,5551.96,4444.89,2087.95,2756.97,2480.02,357,1152,1057,3166.19,4562.96,4155.96,355,17,615.97,751.9,135.99,519,24,313.01,380.04,67,385,194.3,293.32,99,1604,441.9,649.97,208,409,6,306,29
YMR205C_mRNA,5674.02,6243.04,4897.11,2417.05,3227.03,3120.98,332,1333,992,4036.81,5447.04,4947.03,344,27,533.02,637.88,105,513,43,257.99,330,72,367,238.57,353.51,115,1436,403.01,573.01,170,379,26,145,14
YIL107C_mRNA,69,41,34,28,24,37,0,5,6,37,54,49,11,2,1.01,1,0,6,0,3,3,0,0,0,9,9,21,5,8,3,0,0,0,0
YOL136C_mRNA,75,59,74,40,47,35,5,17,17,33,72,73,3,0,9.96,10.98,1,6,0,8,8,0,13,12,12,0,26,10,14,4,0,0,0,0
YHR185C_mRNA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YNL317W_mRNA,81,74,61,34,65,28,3,26,19,49,83,76,0,0,16,17,1,6,0,4,6.99,3,10,0,1,1,21,17,19,2,0,0,10,0
YOR122C_mRNA,909.2,530,354.53,298.65,312.74,291,40,157,115,392.75,483.04,359.09,44,0,130,156,26,39,5,41,43,2,76,2,53,51,163,46,63,17,61,24,35,0
YOR122C_pre-mRNA,3.8,0,3.47,11.35,7.26,0,0,0,0,10.25,9.96,6.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YNL158W_mRNA,235.56,208.33,181.89,102,170.52,163,3,29,15,201.54,324.16,261.08,13,0,19.07,19.12,0,8,0,5,5,0,8,0,0,0,25.88,1,1,0,8,0,5,0
YNL149C_mRNA,119,94,92,61.91,63,45,12,24,16,78,87,88.75,0,0,24,24,0,27,0,3,3,0,14,7,7,0,67,13,24,11,22,0,10,0
YML125C_mRNA,766,680,648,322,438,393,48,171,157,544,747,615,18,9,54,65,11,25,1,24,45,21,26,42,53,11,93,62,87,25,83,0,39,0
YPL206C_mRNA,212,201,175,103,140,116,8,41,34,128,227,173,9,0,18,18,0,20,0,4,10,6,9,1,1,0,20,5,10,5,0,0,6,0
YGL025C_mRNA,140,160,129,73,77,75,8,32,27,95,134,104,7,0,12,13,1,3,0,0,0,0,6,0,0,0,18,2,8,6,13,0,12,0
YBR196C_mRNA,6249,6353,4720,2367,3007,2687,466,1305,1008,3449,5063,4756,389,39,515.99,603.92,88,492,30,243.99,276.17,33,476,220.07,338.13,118,1238,573.14,756.25,184,370,12,203,14
YCR012W_mRNA,22451,22792,18910,10476,12368,10193,1997,5240,4315,14298,20208,16226,1220,56,3057.34,3383.03,326,1627,44,1144.71,1268.73,124,1587,847.52,1425.76,578,4974,3101.64,4173.8,1072,1622,23,872,51
YKL127W_mRNA,464,488,407,161,225,221,23,99,101,296,373,410,58,5,61,75,14,66,8,32.01,34.18,2,45,8,23,15,155,44,59,15,40,6,40,0
YMR105C_mRNA,201,151,89,49,83,85,13,5,7,54,85,81,22,0,28,39,11,30,4,20.99,28.94,8,28,19,30,11,34,19,29,10,17,0,11,1
YCL004W_mRNA,31,17,29,8,10,10,0,6,0,19,20,14,8,6,2,2,0,3,0,0,0,0,0,0,0,0,8,0,1,1,0,0,0,0
YJR153W_mRNA,2,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YNL316C_mRNA,88,94,52,42,38,54,6,25,13,55,87,79,4,0,5,5,0,11,3,2,2,0,3,2,2,0,17,7,7,0,0,0,0,6
YGR132C_mRNA,280,231,218,110,168,123,18,83,58,186,243,209,17,6,43,52,9,24,0,17,22,5,35,2,6,4,85,39,76,37,32,0,24,0
YGR231C_mRNA,494,578,388,172,299,273,37,125,88,382,481,442,13,1,46,50,4,27,6,48,52,4,25,25,30,5,116,31,49,18,15,0,9,0
YKL043W_mRNA,118,108,152,50,53,63,13,23,20,53,70.45,77,12.83,2,18,18,0,20,0,0,0,0,27,0,0,0,36,12,16.96,5,0,0,0,0
YDR281C_mRNA,12,3,5,0,1,5,1,8,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YOL084W_mRNA,2,5,3,2,5,4,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
YER037W_mRNA,171,85,63,74,98,91,6,32,18,67,71,73,1,0,2,6,4,0,0,5,5,0,0,0,0,0,30,4,4.01,0,2,0,1,0
YAR071W_mRNA,68,0,50.66,0,22.86,0.02,120.63,3.68,59.81,11.18,61.95,36.47,0,0,1,1,0,0,0,14.5,14.5,0,6.03,5,5.65,0,0,9.03,9.4,0,0,0,0,0
YHR215W_mRNA,676.15,142.91,56.71,325.22,183,325.42,0,391.21,215.3,33.21,96.96,76.71,7.63,0,1,1,0,0,0,14.5,14.5,0,6.03,5,5.65,0,34.42,0,0,0,0,0,0,0
YDL236W_mRNA,599,608,506,279,363,364,11,136,90,386,539,492,6,5,65,69,4,40,0,18,18,0,21,24,34.99,11,68,31,43,12,30,9,0,1
YDL106C_mRNA,47,58,48,25,31,35,2,16,10,26,50,44,12,0,25,25,0,5,0,3,3,0,4,0,1,1,22,0,3,3,0,0,9,0
YNL097C_mRNA,123,116,96,33.98,74,61,17,24,21,66,109,73,20,0,14,14,0,22,4,8,8,0,4,0,0,0,33,1,18.97,18,8,0,11,0
YBR092C_mRNA,679.76,816.52,574.66,330.96,486.76,396.73,40.45,113.73,111.73,569.14,636.45,512.03,81.72,0,98.41,132.05,33,83,1,48.68,59.85,11,65.94,4.97,28.7,23.99,215,115.16,171.04,55.65,33.89,17,21,0
YFR034C_mRNA,138,130,114,74,81,55,7,33,28,85,101,103,12,0,32,38,6,14,0,10,19,9,21,1,1,0,45,14.6,17.52,3,43,12,11,0
YBR093C_mRNA,98.09,28.57,29.96,95.82,57.38,100.82,24.91,42.38,21.16,26.48,57.64,57.78,3.65,0,2.92,2.72,0,0,0,1.12,1.09,0,0,0,0,1.01,11.58,6.82,7.6,1.35,10.11,0,0,0
YDR481C_mRNA,284,260,236,115,167,202.95,20,67,54,183,268.53,272.88,12,0,33,37,4,17,0,4.81,4.32,0,33,0,0,0,76,23,51,28,15,0,9,0
YOL001W_mRNA,24,21,12,12,25,15,0,3,2,7,36,23,0,0,4,4,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
YGR233C_mRNA,188,132,130,81,80,101,7,57,32,73,121,138,0,6,7,7,0,4,0,3,3,0,0,6.63,6.58,0,25,3,5,2,8,0,1,0
YML123C_mRNA,1388,83,73,853,505,1027,104,422,232,195,411,580,0,0,1,1,0,4,0,2,2,0,16,9,12,3,14,14,16,2,5,0,0,0
YPL031C_mRNA,244.19,161.96,165.13,92.19,88.57,91.57,10,47,60,127.38,181.76,100.58,29,0,31,35,4,37,8,7,14,7,50,6,6,0,102,9,20,11,12,0,13,13
YPL031C_pre-mRNA,10.81,54.04,64.87,10.81,32.43,32.43,0,0,0,21.62,43.24,32.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YJL117W_mRNA,406,381,325,204,225,225,27,125,83,234,383,363,17,3,30.03,37.06,7,35,0,16,16,0,10,20,29,9,46,26,45,19,21,0,19,0
YCR037C_mRNA,176,143,129,65,76,77.98,13,38,21,105,141,83,16,0,28,31,3,36,0,7,18,11,17,15,15,0,67,19,37,18,8,0,12,0
YBR106W_mRNA,1473,1279,991,547,641,569,87,308,233,834,1143,1014,60,2,212.43,234.21,22,123,9,111,117,6,208,60,80,20,431,197,303,106,133,0,116,8
YBR296C_mRNA,7,1,3,1,0,9,0,0,1,4,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0
YJL198W_mRNA,234,253,233,109,138,122.02,13,75,46,176,251,257,16,2,36,41,5,34,0,32.03,37.08,5,14,12,25,13,69,25,38,13,20,0,13,0
YNR013C_mRNA,562,598,498,246,321,301,27,139,102,355,532,469,71,5,120.28,146.28,26,84,10,29,33,4,39,31,37,6,148,38,81,43,27,0,28,0
YDR374C_mRNA,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YOR386W_mRNA,64,51,54,32,46,43,0,8,6,42,59,56,0,0,13,17,4,0,5,5,11,6,6,0,0,0,3,2,2,0,10,0,0,0
YJL097W_mRNA,255,221,187,97,98,95,6,49,32,127,191,192,13,0,53,59,6,23,3,27,27,0,20,17.96,28.97,11,40,25,29,4,10,0,20,0
YDR313C_mRNA,38,23,19,19,9,15,0,2,1,14,25,16,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,4,4,0,4,0,0,0
YGL023C_mRNA,92,169,160,70,94,60,13,40,35,92,128,103,13,0,11.2,13.45,2,9,0,15,19,4,13,7,7,0,32,5,6,1,14,0,25,0
YER053C_mRNA,112,102,87,60,84,93,7,4,13,67,77,72,5,6,12,13,1,0,0,7,9,2,6,0,11,11,12,10,11,1,6,0,10,0
YML061C_mRNA,71,58,40,25,29,30,5,13,6,25,41,46,0,2,9,9,0,2,0,9.77,9.71,0,1,0,0,0,14,17.06,24.18,7,5,1,10,9
YLR273C_mRNA,18,10,9,6,10,8,0,3,1,10,18,14,0,2,2,2,0,0,0,0,0,0,0,0,0,0,8,1,1,0,0,9,0,1
YIL045W_mRNA,15,11,4,0,2,5,1,1,6,7,12,14,0,0,0.99,0.99,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
YHR034C_mRNA,45,41,35,27,18,27,4,19,8,34,33,33,0,0,1,3,2,9,0,5.41,6.41,1,3,0,9,9,16,7,15,8,5,0,0,0
YNL267W_mRNA,131.47,164,119,40,70,82,2,35,18,84,144,140,12,0,14.9,19.93,5,25,0,3,6,3,5,6,18,12,27,10,14,4,14,0,16,0
YGR086C_mRNA,1950,1940,1634,800,911,991,102,349,248,1172,1545,1529,176,25,296.98,347.98,51,275,19,127.99,158.99,31,177,29,86,57,550,108,174,66,210,0,106,1
YBL022C_mRNA,593,678,577,288,366,307,36,147,109,398,546,533,40,7,77.87,84.89,7,62,4,29.98,29.98,0,33,11,22,11,92,39.9,77.95,38,14,14,7,0
YOR104W_mRNA,71,81,45,52,48,47,7,14,11,90,106,68,0,0,8.41,10.49,2.09,4.17,0,0,0,0,0,0,0,0,6.26,3,6.28,0,1,0,0,0
YPR154W_mRNA,59,44,44,49,30,20,3,22,10,41,38,48,5,0,13,13,0,17,1,4,9,5,0,0,0,0,11,3,4,1,0,0,3,0
YBL051C_mRNA,190,234,166,109,128,88,19,50,49,116,152,154,24,8,33,41,8,27,3,16,16,0,17,17,21,4,46,15,30,15,29,0,10,1
YOR363C_mRNA,39,54,50,25,27,21,0,17,5,46,49,54,0,0,6,8,2,2,0,0,0,0,6,0,0,0,14,2,7,5,0,0,0,0
YKL164C_mRNA,2046.08,1886.71,1672.08,923.5,1040.63,1009.33,90,635,408.95,1240.24,1607.96,1451.07,120.1,19,283.94,358.93,75,221.78,12,95.46,128.65,34,77.08,5.08,29.97,23,295.56,86.11,182.53,96,92.45,0,82.67,0
YKL163W_mRNA,29.91,29.29,3.63,45.5,35.38,39.67,0,0,5.05,14.76,15.04,23.93,10.9,0,7.88,8.18,0,5.24,0,9.92,10.77,0,4.92,2.95,1.21,0,2.44,1.07,1.14,0,4.76,1,14.89,1
YPR113W_mRNA,457,430,323,200,230,246,19,90,80,273,395,350,16,2,31,41,10,13,1,31,37,6,31,19.01,23.01,4,88,39,51,12,28,0,14,0
YBL105C_mRNA,137,118,110,75,86,71,6,28,27,69,132,101,7,0,18,18,0,16,0,19,21,2,4,0,0,0,21,12,19.99,8,3,0,0,0
YDR490C_mRNA,74,107,93,34,63,50,6,17,12,57,77,69,12,4,7,7,0,10,3,12,12,0,0,0,0,0,21,8,14,6,5,0,10,1
YOL100W_mRNA,34,44,28,17,14.97,26,7,12,3,16,50,24,2,0,4,4,0,8,0,4,4,0,1,0,0,0,9,4,6,2,0,0,0,0
YDR466W_mRNA,60,68,48,40,37,27,1,11,14,26,29,44,0,0,12,13,1,7,0,0,0,0,9,0,0,0,15,3,18,15,7,0,0,0
YIL042C_mRNA,28,39,16,11,10,17,0,5,3,18,15,19,0,0,10,10,0,7,0,2,2,0,5,0,0,0,11,13,14,1,0,0,8,0
YGL059W_mRNA,36,24,27,11,16,22,4,7,6,17,37,35,4,0,1,1,0,4,3,1,1,0,0,0,0,0,12,4,6,2,7,0,0,0
YMR123W_mRNA,249,289,251,123,148,161,11,52,31,188,252,253,28,9,39,45,6,36,0,21,21,0,24,0,7,7,59,18,22,4,0,0,28,0
YMR008C_mRNA,423.47,363.89,248.12,212.88,189.22,172.03,6,55,42,252.15,316.69,291.54,18.99,0,59.92,72.73,12.67,52.9,3,31,33,2,34.81,12,17,5,60.33,50.07,72.48,23.05,10,0,9.43,0
YMR006C_mRNA,254.51,261.11,290.88,82.12,103.78,80.97,23,80,60,182.85,242.31,202.46,12.01,0,21.08,27.27,6.33,20,0,14,18,4,11.19,8,18.57,11,61.67,11.93,34.52,21.95,19,0,23.57,0
YOL011W_mRNA,125.03,146,142,76,73,52,2,30,23,93,116,135,9,2,23,24,1,2,0,15,21,6,1,0,0,0,28,5,14,9,10,0,14,0
YPL268W_mRNA,43,34,14,14,23,20,1,8,7,16,29,54,5,0,3,6,3,0,0,2,3,1,0,0,0,0,4,0,4,4,0,0,0,0
YDR501W_mRNA,18,33,25,11,19,16,7,5,7,9,16,22,3,0,2,2.16,1,0,0,0,0,0,0,0,0,0,5,6,6,0,5,0,0,0
YDR183W_mRNA,24,29,17,19,8,9,4,4,3,12,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4.01,4,0,0,0,11,0
YOR281C_mRNA,101,127,104,45,60,65,8,37,20,57,117,82,0,0,8,14,6,18,0,6,11,5,15,0.99,0.98,0,8,8,9,1,2,0,0,0
YGL008C_mRNA,26525.89,32506.97,25209.96,9658.9,15794.74,15222.97,2235,7206,6068.99,19117.88,27112.97,24037,1170.32,84,2550.63,3041.71,489,1953.96,27,1186.98,1422.26,234,1559.45,1099.78,1495.56,395.84,5480.94,2172.89,3150.72,977,1502,29,916,31
YPL036W_mRNA,4.1,2.03,3.04,1.1,2.26,2.03,0,0,0,1.12,1.86,0,0.68,0,2.17,0,0,1.04,0,3.98,2.6,0,0.55,3.94,6.23,2.16,0,13.13,12.33,0,0,0,0,0
YGL006W_mRNA,103,99,80,50,62,69,9,18,17,73,95,80,5,5,21,21,0,3,1,9,10,1,8,4,13,9,28,11.01,15,4,4,0,4,1
YER132C_mRNA,84,67,62,32,40,66,3,11,8,42,86,69,0,2,11,14,3,7,0,0,0,0,7,0,2,2,31,17,23,6,1,0,7,2
YER003C_mRNA,1075,1016,837,410,555.37,514.41,83,275,171,583.57,870.91,738.62,72,10,219.99,242.99,23,115,5,15,22,7,64,11,32,21,305,68,108,40,83,2,48,6
YER003C_pre-mRNA,0,0,0,0,23.63,11.59,0,0,0,19.43,12.09,21.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR016C_mRNA,79,102,85,48,81,58,1,10,18,116,134,136,9,0,0,2,2,7,0,2,2,0,0,0,0,0,12,7,8,1,8,0,5,0
YML107C_mRNA,29,43,28,9,20,21,1,4,2,33.77,25,33,2,0,4,8,4,0,0,1,1,0,0,0,0,0,8,4,6,2,0,0,1,0
YCR024C-A_mRNA,412,365,232,166,211,248.05,20,87,74,328,462,389,47,0,34.82,34.97,2,33,0,28.37,28.37,0,36.25,0,1,1,50,43.92,39.2,0,5,0,14,0
YEL017C-A_mRNA,810,698,585,244,380,433.95,24,169,107,649,796.99,569,29,0,24.18,30.03,4,22,0,10.63,10.63,0,52.75,2,3,1,78,14.02,26.1,8,65,0,2,0
YDR276C_mRNA,444,769,547,180,436,348,28,127,126,528,766,529,46,1,106,142,36,82,0,63,69,6,36,53,70,17,83,128,144,16,49,0,53,0
YGL167C_mRNA,785,799,666,282,413,360,43,171,166,496,698,645,26,1,55,65,10,41,1,31,38,7,32,0,25,25,125,61,89,28,39,0,6,0
YNL082W_mRNA,73,78,83,26,57,50,2,16,23,44,73,75,0,0,7,7,0,7,0,4,7,3,1,1,1,0,16,4,14,10,0,0,0,0
YDL095W_mRNA,1734,1937,1489,585,831,752,99,371,348,1038,1636.02,1355,68,0,254,284,30,129,6,113.54,124.88,11,116,46,95,49,344,139,205,66,54,2,88,0
YAL023C_mRNA,1406,1345,1013,460,620,524,82,286,261,775,1108,960,73,5,128.01,157.01,29,93,6,59,74.99,16,123,66,104,38,323,121,186,65,88,0,37,6
YOR321W_mRNA,245,276,163,94,101,123,7,45,60,153,208,212,16,0,24.95,28.87,4,2,0,4,4,0,42,0,0,0,44,17.23,18.19,1,0,0,8,1
YJR143C_mRNA,1135,986,862,435,459,489,52,208,193,589,921,784,51,0,140.98,175.99,35,91,0,91,100,9,89,39,52,13,221,67,118,51,33,0,16,0
YDL093W_mRNA,133,108,89,34,51,45,10,23,16,77,109,107,9,0,7,12,5,21,0,8,12,4,23,9,9,0,32,18,20,2,9,0,17,0
YGR199W_mRNA,194,256,187,100,122,121,3,41,37,122,208,188,15,0,29,32,3,19,0,13,13,0,12,0,17,17,26,19,35,16,8,12,1,9
YDR307W_mRNA,198,181,180,67,117,97,12,39,45,140,214,182,0,0,23,24,1,2,8,18,18,0,5,0,0,0,32,13,25,12,11,0,7,0
YKL128C_mRNA,191,233,190,84,109,94,20,55,26,118,207,158,3,8,30,45,15,21,4,15,15,0,38,21,34,13,87,15,27,12,34,0,1,0
YGL037C_mRNA,781,620,448,244,452,394,25,88,36,424,508,429,54,14,88,101,13,77,4,53,57,4,35,7,17,10,180,56,73,17,99,0,51,0
YPL096W_mRNA,74,80,57,53,42,40,4,21,18,52,67,69,6,0,14,20,6,7,0,3,3,0,14,2,2,0,22,2,2,0,15,0,2,0
YOR145C_mRNA,408,494,429,195,310,224,20,85,109,326,443,372,11,0,46.06,47.11,1,48,2,29,32,3,51,3,5,2,93,44.86,60.89,16,26,0,24,0
YLR209C_mRNA,143,124,169,71,89,87,8,29,27,92,138,137,4,0,33,34,1,34,0,10,10,0,27,0,0,0,40,16,22,6,0,0,4,0
YOR161C_mRNA,126,139,87,60,71,78,10,21,20,49,61,49,3,0,17,25,8,13,0,4,6,2,12,0,0,0,18,7,14,7,19,0,5,1
YOR266W_mRNA,30,34,33,10,24,13,2,5,2,15,19,24,12,0,7,9,2,3,0,0,6,6,10,0,0,0,11,8,12,4,0,0,7,0
YBR022W_mRNA,31,20,22,21,10,13,0,7,11,17,18,18,3,0,7.83,7.91,0,0,0,1,1,0,0,0,0,0,5,5,8,3,3,0,0,0
YML069W_mRNA,232,319,215,129,156,121,16,78,49,224,267,220,7,0,13,16.99,4,22,1,1,2,1,7,0,0,0,61,16,27,11,15,0,3,0
YPL144W_mRNA,47,42,39,30,38,25,3,8,8,33,47,33,0,0,10,10,0,6,0,3,3,0,11,0,0,0,9,5,11,6,0,0,0,0
YCL047C_mRNA,99,159,105,58,82,87,12,44,15,121,124,150,4,0,11,11,0,7,0,2,2,0,7,6,6,0,26,4,9,5,1,0,0,0
YIL122W_mRNA,14,16,10,16,15,2,0,3,1,11,27,21,0,0,6,6,0,3,0,3,3,0,10,0,0,0,7,2,2,0,3,0,0,0
YNL102W_mRNA,270,358,274,104,139,112,18,63,61,184,234,258,22,2,20.01,22,2,13,0,22,27,5,13,0,14,14,45,20,35,15,22,0,17,0
YBL035C_mRNA,174,221,170,83,82,107,4,37,26,94,159,165,6,5,23,24,1,7,0,6,6,0,5,8,8,0,41,4,18,14,9,1,0,0
YNL262W_mRNA,205,179,172,69,118,96,13,37,31,102,172,184,3,4,21,23,2,19,0,12,12,0,24,0,4,4,42,24,36,12,11,0,1,0
YDL102W_mRNA,238,278,200,92,124,128,5,51,40,134,214,194,10,10,18,23,5,13,0,13,13,0,6,0,0,0,51,19,42,23,9,0,8,0
YBR088C_mRNA,1055.85,1181,1010,413,635,619,65,218,176,590,993,763,49,17,77.08,90.28,13,86,8,20,20,0,39,65,66.99,2,189,55,86,31,52,0,0,0
YJR006W_mRNA,85,59,55,40,33,51,5,8,4,48,57,64,3,1,13.2,16.17,3,8,1,5,5,0,2,0,1,1,8,2,3,1,1,0,0,0
YJR043C_mRNA,47,39,42,11,29,15,8,2,8,27,25,28,8,0,5,5,0,10,0,0,0,0,0,0,0,0,6,1,6,5,0,0,0,0
YCR014C_mRNA,0,4,2,3,0,3,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
YEL055C_mRNA,560,612,451,196,300,306,39,166,126,339,554,506,10,0,51,61,10,39,0,16,16,0,23,9,11,2,122,42,71.56,30,21,0,14,0
YMR129W_mRNA,521,704,485,215,366,256,25,130,104,399,563.91,498,21,0,42.12,56.16,14,21,0,25,30,5,40,0,19,19,59,32,50,18,23,0,37,0
YLL023C_mRNA,193,113,110,85,75,92,7,17,18,73,117,112,21,0,35,47,12,37,0,13,13,0,25,17,17,0,29,34,50,16,14,0,16,0
YLR018C_mRNA,144,148,106,37,73,66,12,22,35,92,89,102,2,0,26.72,27.83,1,8,0,21,23,2,0,29,29,0,24,13,16.94,4,14,0,11,0
YNL221C_mRNA,152,153,130,55,78,58,6,25,22,78,109,111,17,0,12,14,2,15,2,7,7,0,12,0,0,0,26,9,20,11,7,0,0,0
YNR052C_mRNA,332,394,318,125,173,140,18,88,67,219,312,293,12,0,16,29,13,32,2,10,11,1,24,6.99,6.99,0,81,37,58,21,14,1,42,0
YNL282W_mRNA,105,95,99,84,71,70,3,10,6,103,145.99,123,0,0,0,0,0,8,3,0,0,0,14,0,0,0,7,4,5,1,0,0,0,0
YBR257W_mRNA,49,54,66,35,38,41,1,22,16,57,61,55,0,0,6,6,0,4,0,2,2,0,0,0,0,0,5,0,2,2,0,0,0,0
YAL033W_mRNA,57,49,73,35,35,41,8,11,6,40,47,54,1,0,3,4,1,12,0,10,10,0,14,0,0,0,16,3,4,1,5,0,0,0
YGR030C_mRNA,30,16,21,24,14,14,0,6,2,16,23,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,5,0,0,0,4,0
YBR167C_mRNA,23,26,21,13,18,10,1,3,4,17,19,24,0,0,0,3,3,2,0,0,1,1,0,0,0,0,2,2,2,0,0,0,0,0
